#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names, their genders and synonyms, exported from the behindthename.com database.
# Fri, 26 Sep 2025 23:27:02 -0700
#
# name	gender	related
Kaitlin	f	Caitlin,Caitlyn,Kaitlyn,Kaitlynn,Katelin,Katelyn,Katelynn,Katlyn
Kaitlyn	f	Caitlin,Caitlyn,Kaitlin,Kaitlynn,Katelin,Katelyn,Katelynn,Katlyn
Kaitlynn	f	Caitlin,Caitlyn,Kaitlin,Kaitlyn,Katelin,Katelyn,Katelynn,Katlyn
Kaito	m	
Kaitoa	m	
Kaizen	m	Kaison,Kyson
Kaj	m	Kai,Kay
Kája	f	Karla,Karolína
Kaja	f	Cajsa,Carin,Cathrine,Catrine,Gaja,Ina,Inja,Kadi,Kadri,Kai,Kaia,Kaidi,Kaisa,Kajsa,Karen,Kari,Karin,Karina,Katariina,Katarina,Katharina,Kathrine,Kati,Katica,Katrin,Katrine,Riin,Riina,Tina,Triin,Triinu,Trine
Kajal	fm	
Kajetán	m	
Kajetan	m	
Kajsa	f	Cajsa,Cathrine,Catrine,Kaja,Katarina,Katrin,Tina
Kajus	m	
Kakalina	f	
Kala	f	
Kalani	mf	
Kale	m	
Kalea	f	
Kaleb	m	Cale,Caleb
Kalei	mf	
Kaleigh	f	Caleigh,Caylee,Kailee,Kailey,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie
Kal-El	m	
Kalena	f	
Kaleo	m	
Kalervo	m	
Kalev	m	
Kaleva	m	Kalevi
Kalevi	m	Kaleva
Kaley	f	Caleigh,Caylee,Kailee,Kailey,Kaleigh,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie
Kálfr	m	
Kali	fm	Caleigh,Cali,Calleigh,Callie,Cari,Carlyn,Carol,Caroline,Carolyn,Carrie,Carrol,Carry,Caryl,Caylee,Kailee,Kailey,Kaleigh,Kaley,Kalie,Kallie,Karol,Karolyn,Karrie,Kaylee,Kayleigh,Kayley,Kaylie
Kalidas	m	
Kalidasa	m	
Kalie	f	Caleigh,Cali,Calleigh,Callie,Cari,Carlyn,Carol,Caroline,Carolyn,Carrie,Carrol,Carry,Caryl,Caylee,Kailee,Kailey,Kaleigh,Kaley,Kali,Kallie,Karol,Karolyn,Karrie,Kaylee,Kayleigh,Kayley,Kaylie
Kalin	m	
Kalina	f	
Kalisha	f	
Kaliyah	f	Jaliyah
Kalju	m	
Kalla	f	Calla
Kalle	m	Carl,Karl
Kallias	m	Callias
Kallie	f	Caleigh,Cali,Calleigh,Callie,Cari,Carlyn,Carol,Caroline,Carolyn,Carrie,Carrol,Carry,Caryl,Kali,Kalie,Karol,Karolyn,Karrie
Kallikrates	m	
Kallinikos	m	Callinicus
Kalliope	f	Calliope
Kalliopi	f	
Kallippos	m	
Kallirrhoe	f	Callirrhoe
Kallirroi	f	
Kallisto	f	Callisto
Kallistos	m	
Kallistrate	f	
Kálmán	m	
Kaloyan	m	
Kalpana	f	
Kaltrina	f	
Kalyan	m	Kalyana
Kalyana	m	Kalyan
Kalyani	f	
Kalyn	f	Caelan,Cailyn,Kaelyn,Kailyn,Kaylan,Kaylen,Kaylin,Kaylyn,Kaylynn
Kalyna	f	
Kalypso	f	Calypso
Kalysta	f	Calista
Kam	mf	Cam,Cameron,Camron,Camryn,Kameron,Kamryn
Kama	m	
Kamadeva	m	
Kamakshi	f	
Kəmal	m	Kamal
Kamal	m	Kəmal,Kamel
Kəmalə	f	
Kamala	fm	
Kamal ad-Din	m	Kamal ud-Din
Kamalani	fm	
Kamal ud-Din	m	Kamal ad-Din
Kamari	mf	
Kamaria	f	
Kamatchi	f	
Kamau	m	
Kambiz	m	
Kambujiya	m	Cambyses,Kabujiya,Kambyses
Kambyses	m	Cambyses,Kabujiya,Kambujiya
Kamden	m	Camden
Kamel	m	Kamal,Kamil
Kameliya	f	
Kamen	m	
Kameron	mf	Cam,Cameron,Camron,Camryn,Kam,Kamryn
Kamil	m	Kamel
Kamila	f	
Kamilė	f	
Kamilla	f	
Kamini	f	
Kamiyah	f	
Kamoliddin	m	
Kamon	m	
Kamran	m	
Kamryn	fm	Cam,Cameron,Camron,Camryn,Kam,Kameron
Kanako	f	
Kənan	m	
Kanani	f	
Kanat	m	
Kanata	mf	
Kanchana	f	
Kanda	f	
Kandace	f	Candace,Candi,Candice,Candis,Candy,Candyce,Kandi
Kandaĵa	f	
Kandake	f	
Kandi	f	Candace,Candi,Candice,Candis,Candy,Candyce,Kandace
Kāne	m	Tāne
Kane	m	
Kaneonuskatew	m	
Kaniehtiio	f	
Kanna	f	
Kannan	m	Krishna
Kannon	fm	Cannon,Guanyin
Kanon	f	
Kanstantsin	m	
Kanta	fm	
Kanti	mf	
Kantuta	f	
Kanya	f	
Kanye	m	
Kanza	f	Kenza
Kaolin	m	Caelan,Kaylan,Kaylen
Kaori	f	
Kaoru	fm	
Kaourintin	m	Corentin
Kapel	m	Jacob
Kapena	m	
Kapil	m	
Kapila	m	
Kapka	f	
Kapono	m	
Kapua	fm	
Kára	f	
Kara	fm	Cara
Karabo	mf	
Karakat	f	Qaraqat
Karalina	f	
Karam	mf	
Karan	m	
Karapet	m	
Karaugh	f	Cara,Kara
Karcsi	m	Károly
Kåre	m	
Kareem	m	Akram,Karim
Karekin	m	Garegin,Garen,Garik,Karen
Karel	m	
Karen	fm	Caren,Caryn,Garegin,Garen,Garik,Ina,Kaja,Karekin,Karyn,Katharina
Karena	f	Caren,Caryn,Karen,Karyn
Karenza	f	Kerensa,Kerenza
Karesinda	f	
Kári	m	
Kari	fm	Cathrine,Catrine,Kaia,Kaja,Katarina,Kathrine,Katrine
Karianne	f	
Kärım	m	Karim
Kärim	m	Karim
Kərim	m	
Karim	m	Akram,Kareem,Kärım,Kärim
Karima	f	
Karin	f	Carin,Carina,Ina,Kaarina,Kaja,Karina,Karine,Katharina
Karīna	f	Ina,Karina
Karina	f	Carin,Carina,Ina,Kaja,Karin,Karīna,Katharina
Karine	f	Carine,Karin
Karishma	f	
Karissa	f	Carissa,Charissa
Karita	f	Carita
Karítas	f	
Kariuki	m	
Karl	m	Calle,Carl,Carolus,Kalle
Karla	f	
Karlee	f	Carla,Carlene,Carley,Carli,Carlie,Carly,Karlene,Karli,Karlie,Karly
Karlene	f	Carla,Carlene,Carley,Carli,Carlie,Carly,Karlee,Karli,Karlie,Karly
Karl-Heinz	m	
Karlheinz	m	
Karli	f	Carla,Carlene,Carley,Carli,Carlie,Carly,Karlee,Karlene,Karlie,Karly
Karlie	f	Carla,Carlene,Carley,Carli,Carlie,Carly,Karlee,Karlene,Karli,Karly
Karlijn	f	
Karlīna	f	Karolīna
Kārlis	m	
Karlmann	m	
Karlo	m	
Karly	f	Carla,Carlene,Carley,Carli,Carlie,Carly,Karlee,Karlene,Karli,Karlie
Karma	mf	
Karme	f	Carme
Karmel	fm	
Karmela	f	
Karmen	f	
Karna	m	
Karol	mf	Caleigh,Cali,Calleigh,Callie,Cari,Carlyn,Carol,Caroline,Carolyn,Carrie,Carrol,Carry,Caryl,Kali,Kalie,Kallie,Karolyn,Karrie
Karola	f	
Karoliina	f	Iina,Liina
Karolína	f	Kája
Karolīna	f	Karlīna
Karolina	f	Ina,Inja,Lili,Lina
Karoline	f	Line
Karolis	m	
Karolos	m	
Károly	m	Karcsi
Karolyn	f	Caleigh,Cali,Calleigh,Callie,Cari,Carlyn,Carol,Caroline,Carolyn,Carrie,Carrol,Carry,Caryl,Kali,Kalie,Kallie,Karol,Karrie
Karp	m	
Karpos	m	
Karrar	m	
Karrie	f	Caleigh,Cali,Calleigh,Callie,Cari,Carlyn,Carol,Carolina,Caroline,Carolyn,Carrie,Carrol,Carry,Caryl,Ina,Kali,Kalie,Kallie,Karol,Karolyn,Lina
Karson	m	Carson,Karsyn
Karsten	m	Carsten
Karsyn	fm	Carson,Karson
Kärt	f	Kertu
Karter	mf	Carter
Karthik	m	
Karthika	f	
Karthikeyan	m	Kartikeya
Kartik	m	
Kartikeya	m	Karthikeyan
Kartini	f	
Karuna	fm	
Karyn	f	Caren,Caryn,Karen
Karyna	f	
Kasandra	f	Cass,Cassandra,Cassie,Cassy,Kassandra,Kassie,Kassy
Kase	m	Case,Casey,Kacey,Kasey,Kayce
Kasen	m	Cason,Cayson,Kaison,Kason,Kaysen,Kayson
Kasey	mf	Case,Casey,Kacey,Kacie,Kase,Kayce,Kaycee
Kash	m	Cash
Kashi	f	
Kashton	m	
Kashyapa	m	
Kasi	f	
Kasia	f	Katarzyna
Kasih	f	Asih
Kasım	m	
Kasim	m	Kassim,Qasem,Qasim
Kasimir	m	
Kasimira	f	
Kasjan	m	
Kason	m	Cason,Cayson,Kaison,Kasen,Kaysen,Kayson
Kašpar	m	
Kaspar	m	
Kasparas	m	
Kaspars	m	
Kasper	m	Cas,Casper,Jasper,Jesper
Kassandra	f	Cass,Cassandra,Cassie,Cassy,Kasandra,Kassie,Kassy
Kassandros	m	Cassander
Kassia	f	
Kassidy	f	Cass,Cassidy,Cassie,Cassy
Kassie	f	Cass,Cassandra,Cassie,Cassy,Kasandra,Kassandra,Kassy
Kassim	m	Kasim,Qasem,Qasim
Kassiopeia	f	Cassiopea,Cassiopeia
Kassy	f	Cass,Cassandra,Cassie,Cassy,Kasandra,Kassandra,Kassie
Kastor	m	Castor
Kasumi	f	
Kasun	m	
Kat	f	Catharine,Catherine,Cathryn,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Kata	f	Iina,Kaija,Kaisa,Katalin,Katariina,Katarina,Kate,Kati,Katica,Katinka,Kató,Katri,Katriina,Kitti,Riina,Tina
Kataleya	f	Cataleya
Katalin	f	Kata,Kati,Katica,Katinka,Kató,Kattalin,Kitti
Katalina	f	Catalina,Lina
Katalinka	f	Kata,Katalin,Kati,Katica,Katinka,Kató,Kitti
Katar	f	Gadar
Kataraina	f	
Katariina	f	Iina,Kadi,Kadri,Kai,Kaia,Kaidi,Kaija,Kaisa,Kaja,Kata,Kati,Katri,Katriina,Katrin,Riin,Riina,Triin,Triinu
Katarin	f	Katell
Katarína	f	Katka
Katarina	f	Cajsa,Cathrine,Catrine,Ina,Inja,Kaia,Kaja,Kajsa,Kari,Kata,Kate,Kathrine,Katica,Katrin,Katrine,Tina,Trine
Katarine	f	
Katarzyna	f	Kasia
Katashi	m	
Katayoun	f	Katayun
Katayun	f	Katayoun
Kate	f	Cat,Catharine,Catherine,Cathie,Cathryn,Cathy,Kat,Kata,Katarina,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katica,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty,Tina
Katee	f	Cat,Catharine,Catherine,Cathie,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Katelijn	f	Katelijne
Katelijne	f	Katelijn
Katelin	f	Caitlin,Caitlyn,Kaitlin,Kaitlyn,Kaitlynn,Katelyn,Katelynn,Katlyn
Katell	f	Katarin
Katelyn	f	Caitlin,Caitlyn,Kaitlin,Kaitlyn,Kaitlynn,Katelin,Katelynn,Katlyn
Katelynn	f	Caitlin,Caitlyn,Kaitlin,Kaitlyn,Kaitlynn,Katelin,Katelyn,Katlyn
Katenka	f	Ekaterina,Jekaterina,Katerina,Katia,Katya,Katyusha,Yekaterina
Kateri	f	
Kateřina	f	Katka
Katerina	f	Ekaterina,Jekaterina,Katenka,Katia,Katina,Katya,Katyusha,Yekaterina
Kateryna	f	
Katey	f	Cat,Catharine,Catherine,Cathie,Cathryn,Cathy,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Katharina	f	Carin,Carina,Cathrin,Catrin,Ina,Kaia,Kaja,Karen,Karin,Karina,Käthe,Katherina,Kathrin,Katinka,Katrin
Katharine	f	
Katharyn	f	Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Käthe	f	Cathrin,Catrin,Ina,Katharina,Katherina,Kathrin,Katinka,Katrin
Katherina	f	Cat,Catharine,Catherine,Cathie,Cathrin,Cathryn,Cathy,Catrin,Ina,Kat,Kate,Katharina,Katharyn,Käthe,Katherine,Katheryn,Kathi,Kathie,Kathrin,Kathryn,Kathy,Katinka,Katrin,Kay,Kit,Kittie,Kitty
Katherine	f	Cat,Catharine,Catherine,Cathie,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Katheryn	f	Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Katheryne	f	Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Kathi	f	Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Kathie	f	Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Kathleen	f	Caitlín,Caitlin,Cathleen,Kathlyn
Kathlyn	f	Kathleen
Kathrin	f	Cathrin,Catrin,Ina,Katharina,Käthe,Katherina,Katinka,Katrin
Kathrine	f	Cathrine,Catrine,Kaia,Kaja,Kari,Katarina,Katrine,Trine
Kathryn	f	Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathy,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Kathy	f	Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Kati	f	Iina,Kadi,Kadri,Kai,Kaia,Kaidi,Kaija,Kaisa,Kaja,Kata,Katalin,Katariina,Katica,Katinka,Kató,Katri,Katriina,Katrin,Kitti,Riin,Riina,Triin,Triinu
Katia	f	Catia,Ekaterina,Jekaterina,Katenka,Katerina,Katya,Katyusha,Yekaterina
Katica	f	Ina,Inja,Kaja,Kata,Katalin,Katarina,Kate,Kati,Katinka,Kató,Kitti,Tina
Katida	f	
Katie	f	Cat,Catharine,Catherine,Cathie,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katy,Kay,Kaye,Kit,Kittie,Kitty
Katina	f	Katerina
Katinka	f	Catharina,Cathrin,Cato,Catrin,Ina,Kata,Katalin,Katharina,Käthe,Katherina,Kathrin,Kati,Katica,Kató,Katrien,Katrijn,Katrin,Kitti,Rina,Rini,Riny,Tina,Tineke
Katiuscia	f	
Katiuska	f	
Katja	f	
Katka	f	Katarína,Kateřina
Katla	f	
Katlego	mf	
Katleho	mf	
Katlyn	f	Caitlin,Caitlyn,Kaitlin,Kaitlyn,Kaitlynn,Katelin,Katelyn,Katelynn
Katniss	f	
Kato	m	
Kató	f	Kata,Katalin,Kati,Katica,Katinka,Kitti
Katrė	f	Kotryna
Katri	f	Iina,Kaija,Kaisa,Kata,Katariina,Kati,Katriina,Riina
Katrien	f	Catharina,Cato,Ina,Katinka,Katrijn,Rina,Rini,Riny,Tina,Trijntje
Katriina	f	Iina,Kaija,Kaisa,Kata,Katariina,Kati,Katri,Riina
Katrijn	f	Catharina,Cato,Ina,Katinka,Katrien,Rina,Rini,Riny,Tina,Trijntje
Katrín	f	
Katrin	f	Cajsa,Cathrin,Cathrine,Catrin,Catrine,Ina,Kadi,Kadri,Kai,Kaia,Kaidi,Kaisa,Kaja,Kajsa,Katariina,Katarina,Katharina,Käthe,Katherina,Kathrin,Kati,Katinka,Riin,Riina,Tina,Triin,Triinu
Katrīna	f	
Katrina	f	Caitrìona,Catrina,Catriona,Katriona,Trina
Katrine	f	Cathrine,Catrine,Kaia,Kaja,Kari,Katarina,Kathrine,Trine
Katriona	f	Cáit,Caitríona,Caitrìona,Catrina,Catriona,Katrina,Ríona,Tríona
Katsiaryna	f	
Katsu	m	
Katsuhito	m	
Katsuko	f	
Katsumi	mf	
Katsuo	m	
Katsuro	m	Katsurō,Katsurou
Katsurō	m	Katsuro,Katsurou
Katsurou	m	Katsuro,Katsurō
Kattalin	f	Katalin
Katy	f	Cat,Catharine,Catherine,Cathie,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Kay,Kaye,Kit,Kittie,Kitty
Katya	f	Ekaterina,Jekaterina,Katenka,Katerina,Katia,Katyusha,Yekaterina
Katyusha	f	Ekaterina,Jekaterina,Katenka,Katerina,Katia,Katya,Yekaterina
Kauã	m	Cauã,Cauan,Kauan
Kauan	m	Cauã,Cauan,Kauã
Kauʻi	fm	
Kauko	m	
Kaulana	mf	
Kaur	f	
Kauri	m	
Kausalya	f	
Käusar	f	
Kausar	fm	
Kaveh	m	
Kaveri	f	
Kavi	m	
Kavita	f	
Kavitha	f	
Kawacatoose	m	
Kawehi	fm	
K'awiil	m	K'awil
K'awil	m	K'awiil
Kawisenhawe	f	
Kawthar	f	
Kay	fm	Cai,Catharine,Catherine,Cathryn,Cornelis,Gerhard,Kai,Kaj,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kaye,Kit,Kittie,Kitty,Nicolaas
Kaya	mf	
Kayce	mf	Case,Casey,Kacey,Kacie,Kase,Kasey,Kaycee
Kaycee	f	Casey,Kacey,Kacie,Kasey,Kayce
Kayden	mf	Caden,Caiden,Cayden,Kaden,Kaeden,Kaiden
Kaydence	f	Cadence,Kadence
Kaye	f	Catharine,Catherine,Cathryn,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Kay,Kit,Kittie,Kitty
Kayin	mf	
Kayla	f	Cayla,Kaila,Keila
Kaylan	fm	Caelan,Cailyn,Kaelyn,Kailyn,Kalyn,Kaylen,Kaylin,Kaylyn,Kaylynn
Kaylani	f	Kailani,Kehlani
Kayleah	f	Caleigh,Caylee,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie
Kaylee	f	Caleigh,Caylee,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kayleigh,Kayley,Kaylie
Kayleen	f	
Kayleigh	f	Caleigh,Caylee,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayley,Kaylie
Kaylen	fm	Caelan,Cailyn,Kaelyn,Kailyn,Kalyn,Kaylan,Kaylin,Kaylyn,Kaylynn
Kayley	f	Caleigh,Caylee,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kaylie
Kaylie	f	Caleigh,Caylee,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley
Kaylin	f	Caelan,Cailyn,Kaelyn,Kailyn,Kalyn,Kaylan,Kaylen,Kaylyn,Kaylynn
Kayly	f	Caleigh,Caylee,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie
Kaylyn	f	Caelan,Cailyn,Kaelyn,Kailyn,Kalyn,Kaylan,Kaylen,Kaylin,Kaylynn
Kaylynn	f	Caelan,Cailyn,Kaelyn,Kailyn,Kalyn,Kaylan,Kaylen,Kaylin,Kaylyn
Kayode	m	
Kayoko	f	
Kayra	mf	
Kaysen	m	Cason,Cayson,Kaison,Kasen,Kason,Kayson
Kayson	m	Cason,Cayson,Kaison,Kasen,Kason,Kaysen
Kazbi	f	
Kazem	m	Kazim
Kazia	f	Kazimiera
Kazik	m	Kazimierz
Kâzım	m	Kazım
Kazım	m	Kâzım
Kazim	m	Kazem
Kazimiera	f	Kazia
Kazimieras	m	Kazys
Kazimierz	m	Kazik
Kazimír	m	
Kazimir	m	
Kazimirŭ	m	
Kázmér	m	
Kazue	f	
Kazuhiko	m	
Kazuki	m	
Kazuko	f	
Kazumi	fm	
Kazuo	m	
Kazuya	m	
Kazuyuki	m	
Kazys	m	Kazimieras
Keahi	fm	
Keala	fm	
Kealoha	fm	
Kean	m	
Keane	m	
Keanna	f	Diana,Dianna,Kiana,Kianna
Keano	m	
Keanu	mf	
Keara	f	Keira,Kiara,Kiarra,Kiera,Kierra,Kira,Kyra
Keaton	m	
Keavy	f	Caoimhe,Keeva
Kebede	m	
Keefe	m	
Keegan	m	Kegan
Keelan	m	Caolán
Keeleigh	f	Keely
Keeley	f	
Keelin	f	Caoilfhionn
Keely	f	
Keenan	m	Cian,Cianán
Kees	m	Cees,Cor,Corné,Cornelis,Cornelius,Kerneels
Keeva	f	Caoimhe
Kefilwe	mf	
Kegan	m	Keegan
Keghart	m	Geghard
Kehinde	mf	
Kehlani	f	Kailani,Kaylani
Kei	mf	
Keighley	f	Caleigh,Caylee,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie
Keijo	m	
Keiko	f	
Keila	f	Cayla,Kaila,Kayla
Keilani	f	
Keir	m	
Keira	f	Keara,Kiara,Kiarra,Kiera,Kierra,Kira,Kyra
Keiran	m	Kieran,Kyron
Keisha	f	Kesha,Keshia,Keysha,Kisha
Keita	mf	Ketija
Keith	m	
Keitha	f	
Keitumetse	fm	
Kejsi	f	
Kekepania	f	
Kekoa	m	
Kelan	m	Kellan,Kellen
Kelcey	mf	Kelsea,Kelsey,Kelsi,Kelsie
Keld	m	Kjeld
Kelda	f	
Kelebek	f	
Kelebogile	fm	
Kelechi	mf	
Kelemen	m	
Kelia	f	
Kelila	f	
Kellan	m	Kelan,Kellen
Kelleigh	f	Kelley,Kelli,Kellie,Kelly
Kellen	m	Kelan,Kellan
Kelley	fm	Kelli,Kellie,Kelly
Kelli	f	Kelley,Kellie,Kelly
Kellie	f	Kelley,Kelli,Kelly
Kelly	mf	Kelley,Kelli,Kellie
Kelsea	f	Kelsey,Kelsi,Kelsie
Kelsey	fm	Kelsea,Kelsi,Kelsie
Kelsi	f	Kelsea,Kelsey,Kelsie
Kelsie	f	Kelsea,Kelsey,Kelsi
Kelvin	m	
Kemal	m	
Kemalettin	m	
Kemen	m	
Kemp	m	
Kemuel	m	
Ken	m	Kenneth,Kennith,Kenny
Kena'an	m	
Kenan	m	
Kenaniah	m	Chenaniah
Kenanyahu	m	
Kendal	mf	
Kendall	mf	
Kende	m	
Kendra	f	
Kendrick	m	
Kenelm	m	
Ken'ichi	m	
Kenina	f	Kenna
Kenith	m	Ken,Kenneth,Kennith,Kenny
Kenji	m	
Kenna	f	Kenina
Kennard	m	
Kennedi	f	Kennedy
Kennedy	fm	Kennedi
Kennet	m	Kenneth
Kenneth	m	Coinneach,Ken,Kennet,Kennith,Kenny
Kennith	m	Ken,Kenneth,Kenny
Kenny	m	Coinneach,Ken,Kenneth,Kennith
Kenojuak	fm	Qinnuajuaq
Kenrick	m	Kendrick
Kenshin	m	
Kensley	f	Kinslee,Kinsley
Kent	m	
Kenta	m	
Kentarō	m	
Kentigern	m	
Kenton	m	
Kenya	f	
Kenyatta	mf	
Kenyon	m	
Kenza	f	Kanza
Kenzie	mf	Mackenzie,Makenzie,McKenzie
Kenzo	m	Kenzō,Kenzou
Kenzō	m	Kenzo,Kenzou
Kenzou	m	Kenzo,Kenzō
Keola	m	
Keone	mf	
Keoni	m	
Kepa	m	
Kephalos	m	Cephalus
Kephas	m	
Kepheus	m	Cepheus
Kerberos	m	Cerberus
Kerem	m	Kerim
Keren	f	
Kerena	f	Caren,Caryn,Karen,Karyn
Keren-Happuch	f	
Kerensa	f	Karenza,Kerenza
Kerenza	f	Karenza,Kerensa
Keri	f	Kerri,Kerrie,Kerry
Kerîm	m	
Kerim	m	Kerem
Kerime	f	
Kerman	m	
Kermit	m	
Kerneels	m	Cees,Cor,Corné,Cornelis,Cornelius,Kees,Niels
Kerr	m	
Kerri	f	Keri,Kerrie,Kerry
Kerrie	f	Keri,Kerri,Kerry
Kerry	mf	Keri,Kerri,Kerrie
Kersti	f	Christina,Christine,Kerstin,Kia,Kjerstin,Kristin,Kristina,Kristine,Stina,Tina
Kerstin	f	Christina,Christine,Kersti,Kia,Kjerstin,Kristin,Kristina,Kristine,Stina,Tina
Kerttu	f	
Kertu	f	Kärt
Kesha	mf	Innokenti,Innokentiy,Innokenty,Keisha,Keshia,Keysha,Kisha
Keshaun	m	Keshawn
Keshawn	m	Keshaun
Keshet	mf	
Keshia	f	Keisha,Kesha,Keysha,Kisha
Kęstas	m	Kęstutis
Kester	m	Chip,Chris,Christie,Christopher,Christy,Kit,Kris,Kristopher,Topher
Kestrel	f	
Kęstutis	m	Kęstas
Ketevan	f	Keti,Keto
Keti	f	Aikaterini,Ekaterini,Kaiti,Ketevan,Keto
Ketija	f	Keita,Kitija
Ketil	m	Kjell,Kjetil
Ketill	m	
Ketillaug	f	
Ketilríðr	f	
Keto	f	Ketevan,Keti
Kettil	m	Kjell
Keturah	f	
Ketut	mf	
Kev	m	Kevan,Keven,Kevin
Kevan	m	Kev,Keven,Kevin
Keven	m	Kev,Kevan,Kévim,Kevin
Kévim	m	Keven,Kevin
Kévin	m	
Kevin	m	Caoimhín,Kev,Kevan,Keven,Kévim
Kevork	m	Gevorg
Kevyn	mf	Kev,Kevan,Keven,Kevin
Kewin	m	
Keyden	m	
Keysha	f	Keisha,Kesha,Keshia,Kisha
Kezban	f	Keziban
Kezia	f	
Keziah	f	
Keziban	f	Kezban
Kfir	m	
Kgomotso	fm	
Kgosi	m	
Khachatur	m	Khachik
Khachik	m	Khachatur
Khadiga	f	Khadija,Khadijah
Khadija	f	Khadiga,Khadijah
Khadijah	f	Khadiga,Khadija,Khatijah
Khadijeh	f	
Khafra	m	Chephren,Khafre
Khafre	m	Chephren,Khafra
Khaing	fm	Khine
Khairuddin	m	Khayr ad-Din,Kheireddine
Khajag	m	Khazhak
Khaled	m	Khalid
Khaleel	m	Khalil
Khaleesi	f	
Khalid	m	Khaled
Khalida	f	
Khalifa	m	
Khalil	m	Khaleel
Khalila	f	
Khalilah	f	
Khaliq	m	
Kham	mf	
Khamis	m	
Khamphet	mf	
Khamsing	m	
Khamza	m	Hamza
Khamzat	m	
Khan	m	
Khánh	mf	
Khanpasha	m	
Khariton	m	
Khasan	m	
Khatijah	f	Khadijah
Khatuna	f	
Khava	f	
Khawaja	m	Khwaja
Khawla	f	
Khayr	m	
Khayra	f	Kheira
Khayr ad-Din	m	Khairuddin,Kheireddine
Khayrat	mf	Khayr
Khayri	m	Khayr
Khayriyya	f	
Khayyam	m	
Khazhak	m	Khajag
Kheira	f	Khayra
Kheireddine	m	Khairuddin,Khayr ad-Din
Khine	fm	Khaing
Khloe	f	Chloe
Khnum	m	
Khnum-Khufu	m	Cheops,Khufu
Khoa	m	
Khodadad	m	
Khôi	mf	
Kholoud	f	Khulud
Khoma	m	
Khonsu	m	
Khordad	fm	Haurvatat,Hordad
Khorshid	mf	Hvare Khshaeta,Hvare Xshaeta
Khosrov	m	
Khosrow	m	Haosravah
Khristofor	m	
